index,label,split,seed,dataset,forget_per_class
57435,0,forget,1,Mnist,600
1502,0,forget,1,Mnist,600
45721,0,forget,1,Mnist,600
15017,0,forget,1,Mnist,600
40454,0,forget,1,Mnist,600
18989,0,forget,1,Mnist,600
17581,0,forget,1,Mnist,600
45061,0,forget,1,Mnist,600
51147,0,forget,1,Mnist,600
59605,0,forget,1,Mnist,600
45669,0,forget,1,Mnist,600
57642,0,forget,1,Mnist,600
39710,0,forget,1,Mnist,600
52628,0,forget,1,Mnist,600
55242,0,forget,1,Mnist,600
49533,0,forget,1,Mnist,600
21271,0,forget,1,Mnist,600
48791,0,forget,1,Mnist,600
39503,0,forget,1,Mnist,600
26197,0,forget,1,Mnist,600
38473,0,forget,1,Mnist,600
46494,0,forget,1,Mnist,600
54411,0,forget,1,Mnist,600
55361,0,forget,1,Mnist,600
38949,0,forget,1,Mnist,600
34045,0,forget,1,Mnist,600
58784,0,forget,1,Mnist,600
57586,0,forget,1,Mnist,600
12837,0,forget,1,Mnist,600
32682,0,forget,1,Mnist,600
37738,0,forget,1,Mnist,600
22529,0,forget,1,Mnist,600
26665,0,forget,1,Mnist,600
59095,0,forget,1,Mnist,600
13467,0,forget,1,Mnist,600
29599,0,forget,1,Mnist,600
38808,0,forget,1,Mnist,600
3881,0,forget,1,Mnist,600
16997,0,forget,1,Mnist,600
21721,0,forget,1,Mnist,600
9473,0,forget,1,Mnist,600
26501,0,forget,1,Mnist,600
1368,0,forget,1,Mnist,600
44060,0,forget,1,Mnist,600
39701,0,forget,1,Mnist,600
53936,0,forget,1,Mnist,600
18703,0,forget,1,Mnist,600
2333,0,forget,1,Mnist,600
8489,0,forget,1,Mnist,600
51490,0,forget,1,Mnist,600
24081,0,forget,1,Mnist,600
22761,0,forget,1,Mnist,600
38963,0,forget,1,Mnist,600
36476,0,forget,1,Mnist,600
49304,0,forget,1,Mnist,600
1029,0,forget,1,Mnist,600
37822,0,forget,1,Mnist,600
31490,0,forget,1,Mnist,600
15770,0,forget,1,Mnist,600
33661,0,forget,1,Mnist,600
35192,0,forget,1,Mnist,600
52593,0,forget,1,Mnist,600
20141,0,forget,1,Mnist,600
37220,0,forget,1,Mnist,600
30196,0,forget,1,Mnist,600
40103,0,forget,1,Mnist,600
9869,0,forget,1,Mnist,600
48627,0,forget,1,Mnist,600
39960,0,forget,1,Mnist,600
34619,0,forget,1,Mnist,600
37153,0,forget,1,Mnist,600
15407,0,forget,1,Mnist,600
44000,0,forget,1,Mnist,600
25395,0,forget,1,Mnist,600
7025,0,forget,1,Mnist,600
40803,0,forget,1,Mnist,600
58952,0,forget,1,Mnist,600
38686,0,forget,1,Mnist,600
4539,0,forget,1,Mnist,600
13377,0,forget,1,Mnist,600
59143,0,forget,1,Mnist,600
7978,0,forget,1,Mnist,600
10107,0,forget,1,Mnist,600
44660,0,forget,1,Mnist,600
48602,0,forget,1,Mnist,600
20747,0,forget,1,Mnist,600
2709,0,forget,1,Mnist,600
10242,0,forget,1,Mnist,600
36519,0,forget,1,Mnist,600
32778,0,forget,1,Mnist,600
50729,0,forget,1,Mnist,600
2745,0,forget,1,Mnist,600
41729,0,forget,1,Mnist,600
42614,0,forget,1,Mnist,600
15619,0,forget,1,Mnist,600
36055,0,forget,1,Mnist,600
40329,0,forget,1,Mnist,600
26881,0,forget,1,Mnist,600
18093,0,forget,1,Mnist,600
28593,0,forget,1,Mnist,600
38446,0,forget,1,Mnist,600
30080,0,forget,1,Mnist,600
296,0,forget,1,Mnist,600
8901,0,forget,1,Mnist,600
33403,0,forget,1,Mnist,600
34798,0,forget,1,Mnist,600
40820,0,forget,1,Mnist,600
733,0,forget,1,Mnist,600
13798,0,forget,1,Mnist,600
56124,0,forget,1,Mnist,600
44363,0,forget,1,Mnist,600
17932,0,forget,1,Mnist,600
11574,0,forget,1,Mnist,600
53270,0,forget,1,Mnist,600
13764,0,forget,1,Mnist,600
3328,0,forget,1,Mnist,600
38412,0,forget,1,Mnist,600
50070,0,forget,1,Mnist,600
22429,0,forget,1,Mnist,600
28690,0,forget,1,Mnist,600
45540,0,forget,1,Mnist,600
46785,0,forget,1,Mnist,600
26292,0,forget,1,Mnist,600
34586,0,forget,1,Mnist,600
23315,0,forget,1,Mnist,600
38662,0,forget,1,Mnist,600
42658,0,forget,1,Mnist,600
55023,0,forget,1,Mnist,600
22987,0,forget,1,Mnist,600
40217,0,forget,1,Mnist,600
17549,0,forget,1,Mnist,600
58170,0,forget,1,Mnist,600
13214,0,forget,1,Mnist,600
26258,0,forget,1,Mnist,600
1712,0,forget,1,Mnist,600
37425,0,forget,1,Mnist,600
18543,0,forget,1,Mnist,600
53432,0,forget,1,Mnist,600
52720,0,forget,1,Mnist,600
849,0,forget,1,Mnist,600
43965,0,forget,1,Mnist,600
5144,0,forget,1,Mnist,600
31497,0,forget,1,Mnist,600
23464,0,forget,1,Mnist,600
6607,0,forget,1,Mnist,600
17200,0,forget,1,Mnist,600
23124,0,forget,1,Mnist,600
1304,0,forget,1,Mnist,600
22691,0,forget,1,Mnist,600
39306,0,forget,1,Mnist,600
20983,0,forget,1,Mnist,600
57924,0,forget,1,Mnist,600
18794,0,forget,1,Mnist,600
36737,0,forget,1,Mnist,600
29250,0,forget,1,Mnist,600
51024,0,forget,1,Mnist,600
2617,0,forget,1,Mnist,600
34016,0,forget,1,Mnist,600
39639,0,forget,1,Mnist,600
47135,0,forget,1,Mnist,600
53014,0,forget,1,Mnist,600
21612,0,forget,1,Mnist,600
31079,0,forget,1,Mnist,600
47736,0,forget,1,Mnist,600
16498,0,forget,1,Mnist,600
47704,0,forget,1,Mnist,600
41320,0,forget,1,Mnist,600
31202,0,forget,1,Mnist,600
25743,0,forget,1,Mnist,600
26620,0,forget,1,Mnist,600
58457,0,forget,1,Mnist,600
48488,0,forget,1,Mnist,600
53928,0,forget,1,Mnist,600
36667,0,forget,1,Mnist,600
44838,0,forget,1,Mnist,600
27289,0,forget,1,Mnist,600
55556,0,forget,1,Mnist,600
33192,0,forget,1,Mnist,600
1956,0,forget,1,Mnist,600
18936,0,forget,1,Mnist,600
21658,0,forget,1,Mnist,600
20533,0,forget,1,Mnist,600
4027,0,forget,1,Mnist,600
46604,0,forget,1,Mnist,600
28692,0,forget,1,Mnist,600
5888,0,forget,1,Mnist,600
24809,0,forget,1,Mnist,600
51479,0,forget,1,Mnist,600
15189,0,forget,1,Mnist,600
21506,0,forget,1,Mnist,600
11920,0,forget,1,Mnist,600
52154,0,forget,1,Mnist,600
18471,0,forget,1,Mnist,600
14613,0,forget,1,Mnist,600
36874,0,forget,1,Mnist,600
4682,0,forget,1,Mnist,600
8612,0,forget,1,Mnist,600
22048,0,forget,1,Mnist,600
18563,0,forget,1,Mnist,600
57977,0,forget,1,Mnist,600
59450,0,forget,1,Mnist,600
3434,0,forget,1,Mnist,600
20713,0,forget,1,Mnist,600
49085,0,forget,1,Mnist,600
56103,0,forget,1,Mnist,600
23504,0,forget,1,Mnist,600
2606,0,forget,1,Mnist,600
30087,0,forget,1,Mnist,600
45475,0,forget,1,Mnist,600
23131,0,forget,1,Mnist,600
13005,0,forget,1,Mnist,600
5884,0,forget,1,Mnist,600
3743,0,forget,1,Mnist,600
24993,0,forget,1,Mnist,600
38310,0,forget,1,Mnist,600
5072,0,forget,1,Mnist,600
9720,0,forget,1,Mnist,600
29438,0,forget,1,Mnist,600
7708,0,forget,1,Mnist,600
29199,0,forget,1,Mnist,600
47480,0,forget,1,Mnist,600
21766,0,forget,1,Mnist,600
25757,0,forget,1,Mnist,600
37977,0,forget,1,Mnist,600
46703,0,forget,1,Mnist,600
49596,0,forget,1,Mnist,600
56724,0,forget,1,Mnist,600
27900,0,forget,1,Mnist,600
859,0,forget,1,Mnist,600
42720,0,forget,1,Mnist,600
10425,0,forget,1,Mnist,600
22441,0,forget,1,Mnist,600
2081,0,forget,1,Mnist,600
51348,0,forget,1,Mnist,600
28108,0,forget,1,Mnist,600
10579,0,forget,1,Mnist,600
17381,0,forget,1,Mnist,600
7183,0,forget,1,Mnist,600
34457,0,forget,1,Mnist,600
22605,0,forget,1,Mnist,600
10272,0,forget,1,Mnist,600
55922,0,forget,1,Mnist,600
27327,0,forget,1,Mnist,600
4500,0,forget,1,Mnist,600
2538,0,forget,1,Mnist,600
7318,0,forget,1,Mnist,600
27411,0,forget,1,Mnist,600
20487,0,forget,1,Mnist,600
41158,0,forget,1,Mnist,600
58768,0,forget,1,Mnist,600
31857,0,forget,1,Mnist,600
49014,0,forget,1,Mnist,600
11133,0,forget,1,Mnist,600
7018,0,forget,1,Mnist,600
22829,0,forget,1,Mnist,600
3603,0,forget,1,Mnist,600
40162,0,forget,1,Mnist,600
24212,0,forget,1,Mnist,600
47555,0,forget,1,Mnist,600
6737,0,forget,1,Mnist,600
8021,0,forget,1,Mnist,600
6593,0,forget,1,Mnist,600
24151,0,forget,1,Mnist,600
33214,0,forget,1,Mnist,600
36734,0,forget,1,Mnist,600
18263,0,forget,1,Mnist,600
58038,0,forget,1,Mnist,600
43205,0,forget,1,Mnist,600
13729,0,forget,1,Mnist,600
47820,0,forget,1,Mnist,600
28489,0,forget,1,Mnist,600
6245,0,forget,1,Mnist,600
37917,0,forget,1,Mnist,600
51992,0,forget,1,Mnist,600
49311,0,forget,1,Mnist,600
33350,0,forget,1,Mnist,600
35294,0,forget,1,Mnist,600
19760,0,forget,1,Mnist,600
7925,0,forget,1,Mnist,600
37708,0,forget,1,Mnist,600
17755,0,forget,1,Mnist,600
32867,0,forget,1,Mnist,600
15520,0,forget,1,Mnist,600
31877,0,forget,1,Mnist,600
6207,0,forget,1,Mnist,600
30787,0,forget,1,Mnist,600
47552,0,forget,1,Mnist,600
37432,0,forget,1,Mnist,600
28072,0,forget,1,Mnist,600
35775,0,forget,1,Mnist,600
22453,0,forget,1,Mnist,600
34369,0,forget,1,Mnist,600
43981,0,forget,1,Mnist,600
38993,0,forget,1,Mnist,600
7882,0,forget,1,Mnist,600
39856,0,forget,1,Mnist,600
43941,0,forget,1,Mnist,600
7219,0,forget,1,Mnist,600
10689,0,retain,1,Mnist,600
33219,0,retain,1,Mnist,600
38315,0,retain,1,Mnist,600
21985,0,retain,1,Mnist,600
10773,0,retain,1,Mnist,600
47267,0,retain,1,Mnist,600
33940,0,retain,1,Mnist,600
23616,0,retain,1,Mnist,600
34237,0,retain,1,Mnist,600
56984,0,retain,1,Mnist,600
49459,0,retain,1,Mnist,600
19008,0,retain,1,Mnist,600
34401,0,retain,1,Mnist,600
27492,0,retain,1,Mnist,600
36586,0,retain,1,Mnist,600
10140,0,retain,1,Mnist,600
44335,0,retain,1,Mnist,600
44744,0,retain,1,Mnist,600
36376,0,retain,1,Mnist,600
30926,0,retain,1,Mnist,600
16903,0,retain,1,Mnist,600
19376,0,retain,1,Mnist,600
34519,0,retain,1,Mnist,600
6001,0,retain,1,Mnist,600
29862,0,retain,1,Mnist,600
36919,0,retain,1,Mnist,600
2191,0,retain,1,Mnist,600
42224,0,retain,1,Mnist,600
44917,0,retain,1,Mnist,600
47479,0,retain,1,Mnist,600
42402,0,retain,1,Mnist,600
57364,0,retain,1,Mnist,600
57061,0,retain,1,Mnist,600
25243,0,retain,1,Mnist,600
45042,0,retain,1,Mnist,600
16355,0,retain,1,Mnist,600
12686,0,retain,1,Mnist,600
1040,0,retain,1,Mnist,600
11597,0,retain,1,Mnist,600
9687,0,retain,1,Mnist,600
53243,0,retain,1,Mnist,600
33327,0,retain,1,Mnist,600
27633,0,retain,1,Mnist,600
22270,0,retain,1,Mnist,600
58765,0,retain,1,Mnist,600
56857,0,retain,1,Mnist,600
3309,0,retain,1,Mnist,600
48641,0,retain,1,Mnist,600
19979,0,retain,1,Mnist,600
54810,0,retain,1,Mnist,600
49639,0,retain,1,Mnist,600
6802,0,retain,1,Mnist,600
24645,0,retain,1,Mnist,600
55065,0,retain,1,Mnist,600
32160,0,retain,1,Mnist,600
42136,0,retain,1,Mnist,600
25584,0,retain,1,Mnist,600
26256,0,retain,1,Mnist,600
8809,0,retain,1,Mnist,600
9890,0,retain,1,Mnist,600
49952,0,retain,1,Mnist,600
45695,0,retain,1,Mnist,600
50654,0,retain,1,Mnist,600
12004,0,retain,1,Mnist,600
13521,0,retain,1,Mnist,600
15454,0,retain,1,Mnist,600
49621,0,retain,1,Mnist,600
27070,0,retain,1,Mnist,600
40200,0,retain,1,Mnist,600
56608,0,retain,1,Mnist,600
28221,0,retain,1,Mnist,600
669,0,retain,1,Mnist,600
14991,0,retain,1,Mnist,600
40400,0,retain,1,Mnist,600
54221,0,retain,1,Mnist,600
2051,0,retain,1,Mnist,600
58073,0,retain,1,Mnist,600
29755,0,retain,1,Mnist,600
35800,0,retain,1,Mnist,600
15711,0,retain,1,Mnist,600
10237,0,retain,1,Mnist,600
56176,0,retain,1,Mnist,600
14131,0,retain,1,Mnist,600
50566,0,retain,1,Mnist,600
6973,0,retain,1,Mnist,600
2532,0,retain,1,Mnist,600
47639,0,retain,1,Mnist,600
9402,0,retain,1,Mnist,600
603,0,retain,1,Mnist,600
47174,0,retain,1,Mnist,600
54328,0,retain,1,Mnist,600
31661,0,retain,1,Mnist,600
41465,0,retain,1,Mnist,600
37678,0,retain,1,Mnist,600
24892,0,retain,1,Mnist,600
28125,0,retain,1,Mnist,600
42862,0,retain,1,Mnist,600
29421,0,retain,1,Mnist,600
11779,0,retain,1,Mnist,600
26323,0,retain,1,Mnist,600
50157,0,retain,1,Mnist,600
24698,0,retain,1,Mnist,600
22209,0,retain,1,Mnist,600
40965,0,retain,1,Mnist,600
33254,0,retain,1,Mnist,600
4142,0,retain,1,Mnist,600
59934,0,retain,1,Mnist,600
9047,0,retain,1,Mnist,600
52793,0,retain,1,Mnist,600
28295,0,retain,1,Mnist,600
35973,0,retain,1,Mnist,600
49800,0,retain,1,Mnist,600
2952,0,retain,1,Mnist,600
45608,0,retain,1,Mnist,600
5641,0,retain,1,Mnist,600
29067,0,retain,1,Mnist,600
6611,0,retain,1,Mnist,600
12550,0,retain,1,Mnist,600
2473,0,retain,1,Mnist,600
47072,0,retain,1,Mnist,600
44445,0,retain,1,Mnist,600
16415,0,retain,1,Mnist,600
16905,0,retain,1,Mnist,600
41617,0,retain,1,Mnist,600
52182,0,retain,1,Mnist,600
30246,0,retain,1,Mnist,600
4756,0,retain,1,Mnist,600
9983,0,retain,1,Mnist,600
49200,0,retain,1,Mnist,600
52655,0,retain,1,Mnist,600
27631,0,retain,1,Mnist,600
35209,0,retain,1,Mnist,600
51889,0,retain,1,Mnist,600
13962,0,retain,1,Mnist,600
35408,0,retain,1,Mnist,600
31445,0,retain,1,Mnist,600
37653,0,retain,1,Mnist,600
42913,0,retain,1,Mnist,600
49224,0,retain,1,Mnist,600
2278,0,retain,1,Mnist,600
14840,0,retain,1,Mnist,600
42358,0,retain,1,Mnist,600
31194,0,retain,1,Mnist,600
14325,0,retain,1,Mnist,600
24085,0,retain,1,Mnist,600
46837,0,retain,1,Mnist,600
19133,0,retain,1,Mnist,600
20215,0,retain,1,Mnist,600
19027,0,retain,1,Mnist,600
27805,0,retain,1,Mnist,600
16595,0,retain,1,Mnist,600
11320,0,retain,1,Mnist,600
52105,0,retain,1,Mnist,600
55048,0,retain,1,Mnist,600
14430,0,retain,1,Mnist,600
18301,0,retain,1,Mnist,600
51753,0,retain,1,Mnist,600
46812,0,retain,1,Mnist,600
34523,0,retain,1,Mnist,600
38102,0,retain,1,Mnist,600
57000,0,retain,1,Mnist,600
17245,0,retain,1,Mnist,600
29895,0,retain,1,Mnist,600
29468,0,retain,1,Mnist,600
32489,0,retain,1,Mnist,600
5192,0,retain,1,Mnist,600
39775,0,retain,1,Mnist,600
31116,0,retain,1,Mnist,600
29148,0,retain,1,Mnist,600
38228,0,retain,1,Mnist,600
18371,0,retain,1,Mnist,600
49443,0,retain,1,Mnist,600
40922,0,retain,1,Mnist,600
55666,0,retain,1,Mnist,600
19369,0,retain,1,Mnist,600
14511,0,retain,1,Mnist,600
17770,0,retain,1,Mnist,600
57356,0,retain,1,Mnist,600
25987,0,retain,1,Mnist,600
55664,0,retain,1,Mnist,600
33496,0,retain,1,Mnist,600
5698,0,retain,1,Mnist,600
10781,0,retain,1,Mnist,600
18022,0,retain,1,Mnist,600
11429,0,retain,1,Mnist,600
34486,0,retain,1,Mnist,600
5244,0,retain,1,Mnist,600
44723,0,retain,1,Mnist,600
58036,0,retain,1,Mnist,600
1015,0,retain,1,Mnist,600
57162,0,retain,1,Mnist,600
55680,0,retain,1,Mnist,600
55366,0,retain,1,Mnist,600
6768,0,retain,1,Mnist,600
24988,0,retain,1,Mnist,600
59795,0,retain,1,Mnist,600
45577,0,retain,1,Mnist,600
24896,0,retain,1,Mnist,600
3143,0,retain,1,Mnist,600
30384,0,retain,1,Mnist,600
15946,0,retain,1,Mnist,600
53881,0,retain,1,Mnist,600
13076,0,retain,1,Mnist,600
24399,0,retain,1,Mnist,600
21216,0,retain,1,Mnist,600
53924,0,retain,1,Mnist,600
32526,0,retain,1,Mnist,600
11391,0,retain,1,Mnist,600
18737,0,retain,1,Mnist,600
27859,0,retain,1,Mnist,600
42610,0,retain,1,Mnist,600
35712,0,retain,1,Mnist,600
5627,0,retain,1,Mnist,600
49199,0,retain,1,Mnist,600
27380,0,retain,1,Mnist,600
47335,0,retain,1,Mnist,600
33823,0,retain,1,Mnist,600
22860,0,retain,1,Mnist,600
33244,0,retain,1,Mnist,600
13216,0,retain,1,Mnist,600
5487,0,retain,1,Mnist,600
